Id,Text,Author
1340,"It was produced; and, with a few words of stern censure, the Coroner",Agatha Christie
1341,dismissed the wretched Mr. Mace.,Agatha Christie
1342,"“On Monday evening last, did you purchase strychnine for the purpose of",Agatha Christie
1343,poisoning a dog?”,Agatha Christie
1344,"“No, I did not. There is no dog at Styles, except an outdoor sheepdog,",Agatha Christie
1345,which is in perfect health.”,Agatha Christie
1346,Monday last?”,Agatha Christie
1347,“I do.”,Agatha Christie
1348,The Coroner handed him the register in which his signature was,Agatha Christie
1349,“Then what is your explanation of Mr. Mace’s statement?”,Agatha Christie
1350,“Mr. Mace must have been mistaken.”,Agatha Christie
1351,"“Mr. Inglethorp, as a mere matter of form, would you mind telling us",Agatha Christie
1352,"where you were on the evening of Monday, July 16th?”",Agatha Christie
1353,“No.”,Agatha Christie
1354,you decline to say where you were at the time that Mr. Mace positively,Agatha Christie
1355,recognized you as entering the shop to purchase strychnine?”,Agatha Christie
1356,“_Sacré!_” he murmured. “Does this imbecile of a man _want_ to be,Agatha Christie
1357,"to the next point, and Poirot drew a deep breath of relief.",Agatha Christie
1358,untrue. I was absent from the house the entire afternoon.”,Agatha Christie
1359,"“You have my word,” said Inglethorp haughtily.",Agatha Christie
1360,“Those witnesses were mistaken.”,Agatha Christie
1361,staggered. I looked at Poirot. There was an expression of exultation on,Agatha Christie
1362,"continuing—“they were, on the contrary, an appeal to me.”",Agatha Christie
1363,coffee on the hall table. When I came through the hall again a few,Agatha Christie
1364,time to introduce the poison.,Agatha Christie
1365,I questioned Poirot mutely. He put his lips to my ear.,Agatha Christie
1366,“Do you know who that little man is?”,Agatha Christie
1367,"I was still staring, when I was startled and recalled by the verdict",Agatha Christie
1368,Scotland Yard men.,Agatha Christie
1369,"In a few moments, they emerged, and Poirot at once stepped forward, and",Agatha Christie
1370,Antwerp—thanks to Mr. Poirot here.”,Agatha Christie
1371,"As these friendly reminiscences were being indulged in, I drew nearer,",Agatha Christie
1372,“Surely the whole thing is clear as daylight. The man’s caught,Agatha Christie
1373,outside. That’s where the Yard’s at a disadvantage in a case of this,Agatha Christie
1374,"lot depends on being on the spot first thing, and that’s where Mr.",Agatha Christie
1375,Poirot’s had the start of us. We shouldn’t have been here as soon as,Agatha Christie
1376,"it in Wilful Murder against him right off. I think they would have, if",Agatha Christie
1377,"now,” suggested Poirot.",Agatha Christie
1378,A kind of wooden shutter of officialdom came down from Japp’s,Agatha Christie
1379,expressive countenance.,Agatha Christie
1380,"“I am very anxious, Messieurs, that he should not be arrested.”",Agatha Christie
1381,"any mistakes, you know.”",Agatha Christie
1382,Poirot nodded gravely.,Agatha Christie
1383,fingers expressively.,Agatha Christie
1384,"As for me, I was literally dumb with astonishment. I could only",Agatha Christie
1385,"Japp had taken out a handkerchief, and was gently dabbing his brow.",Agatha Christie
1386,"“I daren’t do it, Mr. Poirot. _I_’d take your word, but there’s others",Agatha Christie
1387,"present, but what you say is very just—the word of a Belgian policeman,",Agatha Christie
1388,"whose day is past, is not enough! And Alfred Inglethorp must not be",Agatha Christie
1389,"arrested. That I have sworn, as my friend Hastings here knows. See,",Agatha Christie
1390,"then, my good Japp, you go at once to Styles?”",Agatha Christie
1391,"“Well, in about half an hour. We’re seeing the Coroner and the doctor",Agatha Christie
1392,"I’m much obliged to you, though I’m bound to confess I can’t at present",Agatha Christie
1393,figure to myself that the man would be so pig-headed as to refuse to,Agatha Christie
1394,"“H’m! There are other explanations besides that of imbecility,” I",Agatha Christie
1395,I could not help laughing.,Agatha Christie
1396,innocence?”,Agatha Christie
1397,“Why not now as much as before? Nothing has changed.”,Agatha Christie
1398,"examined—sifted. But here the whole thing is cut and dried. No, my",Agatha Christie
1399,“How do you make that out?”,Agatha Christie
1400,"“Because, so long as the evidence against him was vague and intangible,",Agatha Christie
1401,"fool. Well, how does he set about it? He goes boldly to the village",Agatha Christie
1402,"chemist’s and purchases strychnine under his own name, with a trumped",Agatha Christie
1403,"employ the poison that night. No, he waits until he has had a violent",Agatha Christie
1404,naturally directs their suspicions upon him. He prepares no defence—no,Agatha Christie
1405,necessarily come forward with the facts. Bah! Do not ask me to believe,Agatha Christie
1406,Poirot!”,Agatha Christie
1407,“Very simply. He did _not_ buy it.”,Agatha Christie
1408,"“I beg your pardon, he saw a man with a black beard like Mr.",Agatha Christie
1409,"man whom he had probably only seen in the distance, since, you",Agatha Christie
1410,"a black beard, and uses glasses,” I quoted.",Agatha Christie
1411,"in broad daylight, it would need an actor of genius, and a certain",Agatha Christie
1412,"initial facial resemblance. But in the case of Alfred Inglethorp, all",Agatha Christie
1413,"that is changed. His clothes, his beard, the glasses which hide his",Agatha Christie
1414,"eyes—those are the salient points about his personal appearance. Now,",Agatha Christie
1415,what is the first instinct of the criminal? To divert suspicion from,Agatha Christie
1416,"someone else. In this instance, there was a man ready to his hand.",Agatha Christie
1417,"Inglethorp, was not difficult. Remember, this young Mace had never",Agatha Christie
1418,actually spoken to Mr. Inglethorp. How should he doubt that the man in,Agatha Christie
1419,Inglethorp?”,Agatha Christie
1420,"“It may be so,” I said, fascinated by Poirot’s eloquence. “But, if that",Agatha Christie
1421,"probably would speak, but I do not want it to come to that. I must make",Agatha Christie
1422,"nevertheless, a scoundrel, and has something of his own to conceal,",Agatha Christie
1423,quite apart from the murder.”,Agatha Christie
1424,although still retaining a faint conviction that the obvious deduction,Agatha Christie
1425,"“You never told me,” I said reproachfully.",Agatha Christie
1426,to me earnestly. “Tell me—you see now that he must not be arrested?”,Agatha Christie
1427,"“Perhaps,” I said doubtfully, for I was really quite indifferent to the",Agatha Christie
1428,"Poirot, who was watching me intently, gave a sigh.",Agatha Christie
1429,I was relieved.,Agatha Christie
1430,"“Oh, Lawrence! No, I don’t think so. He’s always a nervous chap.”",Agatha Christie
1431,strange— _hein?_”,Agatha Christie
1432,"had started by studying medicine, and that he had taken his degree.”",Agatha Christie
1433,_is_ odd.”,Agatha Christie
1434,Poirot nodded.,Agatha Christie
1435,"“From the first, his behaviour has been peculiar. Of all the household,",Agatha Christie
1436,"Monsieur John, I could have understood it. He has no technical",Agatha Christie
1437,"knowledge, and is by nature unimaginative. But Monsieur Lawrence—no!",Agatha Christie
1438,"“It’s very confusing,” I agreed.",Agatha Christie
1439,“I don’t know what to make of it. It seems inconceivable that she,Agatha Christie
1440,of that ‘private conversation’ than she was willing to admit.”,Agatha Christie
1441,eavesdrop!”,Agatha Christie
1442,I looked at him curiously. I had never understood his insistence on,Agatha Christie
1443,"“Yes, a good deal that was peculiar came out to-day,” continued Poirot.",Agatha Christie
1444,"“Dr. Bauerstein, now, what was _he_ doing up and dressed at that hour",Agatha Christie
1445,"there’s John—and Miss Howard, surely they were speaking the truth?”",Agatha Christie
1446,"Poirot gave me a curious look, which I could not quite fathom. He",Agatha Christie
1447,"seemed to speak, and then checked himself.",Agatha Christie
1448,"door; whereas Mrs. Cavendish, in the other wing of the building,",Agatha Christie
1449,"“Well, she’s young. And she sleeps soundly.”",Agatha Christie
1450,"“Ah, yes, indeed! She must be a famous sleeper, that one!”",Agatha Christie
1451,"I did not quite like the tone of his voice, but at that moment a smart",Agatha Christie
1452,two detectives waiting for us below.,Agatha Christie
1453,to make his boast good.,Agatha Christie
1454,"Before very long we had all trooped into the drawing-room, the door of",Agatha Christie
1455,which Japp closed. Poirot politely set chairs for everyone. The,Agatha Christie
1456,"first time we realized that the thing was not a bad dream, but a",Agatha Christie
1457,tangible reality. We had read of such things—now we ourselves were,Agatha Christie
1458,"actors in the drama. To-morrow the daily papers, all over England,",Agatha Christie
1459,“MYSTERIOUS TRAGEDY IN ESSEX”,Agatha Christie
1460,"There would be pictures of Styles, snap-shots of “The family leaving",Agatha Christie
1461,"that one had read a hundred times—things that happen to other people,",Agatha Christie
1462,glib phraseology passed rapidly through my mind in the interval before,Agatha Christie
1463,"celebrity about to deliver a lecture, “I have asked you to come here",Agatha Christie
1464,everyone had drawn his chair slightly away from him—and he gave a faint,Agatha Christie
1465,"“Mr. Inglethorp,” said Poirot, addressing him directly, “a very dark",Agatha Christie
1466,"Inglethorp, knowing what I have now told you, do you still refuse to",Agatha Christie
1467,“Speak!” he cried menacingly.,Agatha Christie
1468,of what you say.”,Agatha Christie
1469,"Inglethorp, for at six o’clock on that day Mr. Inglethorp was escorting",Agatha Christie
1470,Mrs. Raikes back to her home from a neighbouring farm. I can produce no,Agatha Christie
1471,"Raikes’s home, is at least two and a half miles distant from the",Agatha Christie
1472,"These witnesses of yours are all right, I suppose?”",Agatha Christie
1473,"see them, of course. But you will find it all right.”",Agatha Christie
1474,“I’m sure of that.” Japp lowered his voice. “I’m much obliged to you. A,Agatha Christie
1475,rumour——”,Agatha Christie
1476,"“Quite right.” Inglethorp nodded. “With my poor Emily not yet buried,",Agatha Christie
1477,started.”,Agatha Christie
1478,"inspector, how I have been persecuted and maligned.” And he shot a",Agatha Christie
1479,baleful glance at Evelyn Howard.,Agatha Christie
1480,"the lady’s bedroom, please, and after that I’ll have a little chat with",Agatha Christie
1481,"the servants. Don’t you bother about anything. Mr. Poirot, here, will",Agatha Christie
1482,"As they all went out of the room, Poirot turned and made me a sign to",Agatha Christie
1483,two detectives.,Agatha Christie
1484,"I followed his instructions, taking up my position by the baize door,",Agatha Christie
1485,in this particular spot on guard? I looked thoughtfully down the,Agatha Christie
1486,It must have been quite twenty minutes before Poirot rejoined me.,Agatha Christie
1487,"excited you. I can tell you, that was a surprise to us all. There must",Agatha Christie
1488,Plastered with mud from head to foot.”,Agatha Christie
1489,"“Yes. Of course, he didn’t want to come in—it was just after dinner—but",Agatha Christie
1490,“What?” Poirot caught me violently by the shoulders. “Was Dr.,Agatha Christie
1491,Bauerstein here on Tuesday evening? Here? And you never told me? Why,Agatha Christie
1492,“_Allons!_” he said. “We must act at once. Where is Mr. Cavendish?”,Agatha Christie
1493,"account, there are only two people whom we can positively say did not",Agatha Christie
1494,"left her out of the possible suspects, simply on the strength of her",Agatha Christie
1495,"having been away from the place. But, after all, she was only fifteen",Agatha Christie
1496,that she was away from Styles on the night of the murder?”,Agatha Christie
1497,“Well?”,Agatha Christie
1498,"present.” He paused a minute, then went on. “Now, to my way of",Agatha Christie
1499,Poirot smiled.,Agatha Christie
1500,But Poirot’s shake of the head was so energetic that I stopped.,Agatha Christie
1501,But I can tell you this much—it was not in Miss Howard’s favour.”,Agatha Christie
1502,"I accepted his assurance, though I did not really see how he could be",Agatha Christie
1503,so positive about the matter.,Agatha Christie
1504,"“Well,” I said, with a sigh, “we will acquit Miss Howard, then. It is",Agatha Christie
1505,“What did I say about her evidence at the inquest?”,Agatha Christie
1506,“Don’t you remember? When I cited her and John Cavendish as being above,Agatha Christie
1507,suspicion?”,Agatha Christie
1508,"the way, Hastings, there is something I want you to do for me.”",Agatha Christie
1509,“Certainly. What is it?”,Agatha Christie
1510,Nothing less.”,Agatha Christie
1511,“But what does it mean?”,Agatha Christie
1512,"“What were you doing there?” I asked, in lively curiosity.",Agatha Christie
1513,“I left something to be analysed.”,Agatha Christie
1514,"“Yes, but what?”",Agatha Christie
1515,"“But that has already been tested!” I cried, stupefied. “Dr. Bauerstein",Agatha Christie
1516,being strychnine in it.”,Agatha Christie
1517,"“Well, I have a fancy for having it analysed again, that is all.”",Agatha Christie
1518,"This proceeding of Poirot’s, in respect of the cocoa, puzzled me",Agatha Christie
1519,triumphantly vindicated.,Agatha Christie
1520,"Monday, as I came down to a late breakfast, John drew me aside, and",Agatha Christie
1521,"In the general relief at Inglethorp’s approaching departure, we had the",Agatha Christie
1522,"pretty self again, and we all, with the exception of Lawrence, who",Agatha Christie
1523,"seemed unalterably gloomy and nervous, were quietly cheerful, at the",Agatha Christie
1524,"The papers, of course, had been full of the tragedy. Glaring headlines,",Agatha Christie
1525,"innuendoes, the usual familiar tag about the police having a clue.",Agatha Christie
1526,fashionable life: “The Mysterious Affair at Styles” was the topic of,Agatha Christie
1527,"admission, but who continued to haunt the village and the grounds,",Agatha Christie
1528,"where they lay in wait with cameras, for any unwary members of the",Agatha Christie
1529,"came and went, examining, questioning, lynx-eyed and reserved of",Agatha Christie
1530,undiscovered crimes?,Agatha Christie
1531,she might have a few words with me.,Agatha Christie
1532,"“Certainly. What is it, Dorcas?”",Agatha Christie
1533,"to-day perhaps?” I nodded. “Well, sir, you know how he asked me so",Agatha Christie
1534,"“Yes, yes. You have found one?” My interest was aroused.",Agatha Christie
1535,"“No, not that, sir. But since then I’ve remembered what the young",Agatha Christie
1536,"great chest, full of old clothes and fancy dresses, and what not. And",Agatha Christie
1537,it came to me sudden like that there might be a green dress amongst,Agatha Christie
1538,"them. So, if you’d tell the Belgian gentleman——”",Agatha Christie
1539,"“Thank you very much, sir. A very nice gentleman he is, sir. And quite",Agatha Christie
1540,"Belges isn’t the ordinary run of foreigners, and certainly he’s a most",Agatha Christie
1541,"“Ah, the brave Dorcas! We will look at the chest, although—but no",Agatha Christie
1542,were one or two green fabrics of varying shades; but Poirot shook his,Agatha Christie
1543,"downstairs. He went straight to the pantry, where we found Dorcas",Agatha Christie
1544,have what the young gentlemen call ‘a dress-up night.’ And very funny,Agatha Christie
1545,"never forget the night he came down as the Char of Persia, I think he",Agatha Christie
1546,"his hand, and ‘Mind, Dorcas,’ he says, ‘you’ll have to be very",Agatha Christie
1547,"what they call an Apache, or some such name—a Frenchified sort of",Agatha Christie
1548,"cut-throat, I take it to be. A real sight she looked. You’d never have",Agatha Christie
1549,"“These evenings must have been great fun,” said Poirot genially. “I",Agatha Christie
1550,"it, for he borrowed two skeins of my black wool to make it with! And",Agatha Christie
1551,"there was a beard up there at all. It must have been got quite lately,",Agatha Christie
1552,"I think. There was a red wig, I know, but nothing else in the way of",Agatha Christie
1553,"again. Miss Cynthia was a nigger once, and, oh, the trouble she had.”",Agatha Christie
1554,realize that he chose the one place in the house to hide it where its,Agatha Christie
1555,invaluable.”,Agatha Christie
1556,"“Well, Monsieur Poirot,” said Miss Howard impatiently, “what is it? Out",Agatha Christie
1557,pleasure—to hang Alfred Inglethorp.”,Agatha Christie
1558,question. I beg of you to reply to it truthfully.”,Agatha Christie
1559,“It is this. Do you still believe that Mrs. Inglethorp was poisoned by,Agatha Christie
1560,explanations influence me in the slightest. I’ll admit that it wasn’t,Agatha Christie
1561,hearts believe that Mrs. Inglethorp was poisoned by her husband?”,Agatha Christie
1562,is a villain? Haven’t I always told you he would murder her in her bed?,Agatha Christie
1563,Haven’t I always hated him like poison?”,Agatha Christie
1564,“Not at all.”,Agatha Christie
1565,“No. You wish to believe he committed the crime. You believe him,Agatha Christie
1566,"It is because you are trying to drown and stifle your instinct, which",Agatha Christie
1567,tells you another name——”,Agatha Christie
1568,"“No, no, no!” cried Miss Howard wildly, flinging up her hands. “Don’t",Agatha Christie
1569,what put such a wild—such a dreadful—idea into my head!”,Agatha Christie
1570,"“I am right, am I not?” asked Poirot.",Agatha Christie
1571,"so—it’s too monstrous, too impossible. It _must_ be Alfred Inglethorp.”",Agatha Christie
1572,Poirot shook his head gravely.,Agatha Christie
1573,thing.”,Agatha Christie
1574,common end.”,Agatha Christie
1575,be my ally. You will not be able to help yourself. You will do the only,Agatha Christie
1576,shall be proved wrong.”,Agatha Christie
1577,"“If we are wrong, well and good,” said Poirot. “No one will be more",Agatha Christie
1578,"Howard, on whose side are you then?”",Agatha Christie
1579,“It could be hushed up.”,Agatha Christie
1580,“There must be no hushing up.”,Agatha Christie
1581,Suddenly she took her face from her hands.,Agatha Christie
1582,flung her head up proudly. “_This_ is Evelyn Howard! And she is on the,Agatha Christie
1583,"side of Justice! Let the cost be what it may.” And with these words,",Agatha Christie
1584,"“There,” said Poirot, looking after her, “goes a very valuable ally.",Agatha Christie
1585,"That woman, Hastings, has got brains as well as a heart.”",Agatha Christie
1586,trouble to answer it. But I decided that if I made any interesting and,Agatha Christie
1587,CHAPTER IX. DR. BAUERSTEIN,Agatha Christie
1588,"Lawrence. But now, as I strolled out on the lawn, still nursing a",Agatha Christie
1589,"grudge against my friend’s high-handedness, I saw Lawrence on the",Agatha Christie
1590,"croquet lawn, aimlessly knocking a couple of very ancient balls about,",Agatha Christie
1591,"Otherwise, Poirot himself might relieve me of it. It was true that I",Agatha Christie
1592,"“Yes. The truth is, I’ve got a message for you—from Poirot.”",Agatha Christie
1593,“Yes?”,Agatha Christie
1594,"“He told me to wait until I was alone with you,” I said, dropping my",Agatha Christie
1595,"voice significantly, and watching him intently out of the corner of my",Agatha Christie
1596,There was no change of expression in the dark melancholic face. Had he,Agatha Christie
1597,“All right.”,Agatha Christie
1598,I was moving off towards the house again when he suddenly called me,Agatha Christie
1599,"“I say, what was the end of that message? Say it over again, will you?”",Agatha Christie
1600,you don’t know what it means?” I asked him earnestly.,Agatha Christie
1601,seated at the table.,Agatha Christie
1602,"By tacit consent, all mention of the tragedy was barred. We conversed",Agatha Christie
1603,leant forward to Mrs. Cavendish.,Agatha Christie
1604,little idea”—Poirot’s “little ideas” were becoming a perfect,Agatha Christie
1605,"it was bolted, you say?”",Agatha Christie
1606,"“Oh, I see what you mean. No, I don’t know. I said bolted, meaning that",Agatha Christie
1607,been locked?”,Agatha Christie
1608,"I could not help rejoicing that, for once, one of his “little ideas”",Agatha Christie
1609,“That is well. That lifts a great load from my mind.”,Agatha Christie
1610,This was not quite what I had intended. I had hoped that he would have,Agatha Christie
1611,went towards the appeasing of my just displeasure. I thawed.,Agatha Christie
1612,"“I gave Lawrence your message,” I said.",Agatha Christie
1613,"I had expected Poirot to be disappointed; but, to my surprise, he",Agatha Christie
1614,"replied that that was as he had thought, and that he was very glad. My",Agatha Christie
1615,“I am sure she would be delighted. It’s an interesting little place.”,Agatha Christie
1616,"“No, right the other side of the room. Why?”",Agatha Christie
1617,Poirot shrugged his shoulders.,Agatha Christie
1618,"I thought about the crime, and it struck me as being very unreal and",Agatha Christie
1619,I woke up with a start.,Agatha Christie
1620,"Mary’s voice came, cool and liquid:",Agatha Christie
1621,“It will be the talk of the village! My mother was only buried on,Agatha Christie
1622,"Saturday, and here you are gadding about with the fellow.”",Agatha Christie
1623,"“Oh,” she shrugged her shoulders, “if it is only village gossip that",Agatha Christie
1624,“A tinge of Jewish blood is not a bad thing. It leavens the”—she looked,Agatha Christie
1625,rose to John’s face in a crimson tide.,Agatha Christie
1626,“Mary!”,Agatha Christie
1627,“If I choose.”,Agatha Christie
1628,friends of whom I should disapprove?”,Agatha Christie
1629,"“What do you mean?” he said, in an unsteady voice.",Agatha Christie
1630,no right to dictate to _me_ as to the choice of my friends?”,Agatha Christie
1631,"face, then suddenly she turned almost fiercely away.",Agatha Christie
1632,"She freed herself quietly from his arm, and spoke over her shoulder.",Agatha Christie
1633,"“Hullo, Hastings. Have you seen the little fellow safely back to his",Agatha Christie
1634,"the country—damn all journalists, I say! Do you know there was a whole",Agatha Christie
1635,"“Cheer up, John!” I said soothingly. “It can’t last for ever.”",Agatha Christie
1636,"“Can’t it, though? It can last long enough for us never to be able to",Agatha Christie
1637,"“No, no, you’re getting morbid on the subject.”",Agatha Christie
1638,"stared at by gaping moon-faced idiots, wherever he goes! But there’s",Agatha Christie
1639,“What?”,Agatha Christie
1640,John lowered his voice:,Agatha Christie
1641,"“Have you ever thought, Hastings—it’s a nightmare to me—who did it? I",Agatha Christie
1642,"way, there’s no one else; no one, I mean, except—one of us.”",Agatha Christie
1643,"surely it must be so, unless——-",Agatha Christie
1644,what a relief for us all.,Agatha Christie
1645,“He said twice: ‘That alters everything.’ And I’ve been thinking. You,Agatha Christie
1646,"was just then that Bauerstein arrived. Isn’t it possible that, as",Agatha Christie
1647,"“Yes, but it was possible.”",Agatha Christie
1648,think that will wash.”,Agatha Christie
1649,John interrupted just as I had done.,Agatha Christie
1650,"“But, look here, Bauerstein had had it analysed already?”",Agatha Christie
1651,"dream of suspecting Bauerstein, or think of taking another",Agatha Christie
1652,"“Yes, but what about the bitter taste that cocoa won’t disguise?”",Agatha Christie
1653,He’s admittedly one of the world’s greatest toxicologists——”,Agatha Christie
1654,"tasteless. Or it may not have been strychnine at all, but some obscure",Agatha Christie
1655,"And then, suddenly, a dreadful possibility flashed through my mind. I",Agatha Christie
1656,"him. He was frowning perplexedly, and I drew a deep breath of relief,",Agatha Christie
1657,poison.,Agatha Christie
1658,woman’s weapon. How agitated she had been on that fatal Tuesday,Agatha Christie
1659,denunciation that the crime had been committed?,Agatha Christie
1660,Evelyn Howard. Was this what they had meant? Was this the monstrous,Agatha Christie
1661,No wonder Miss Howard had suggested “hushing it up.” Now I understood,Agatha Christie
1662,that unfinished sentence of hers: “Emily herself——” And in my heart I,Agatha Christie
1663,what you say can be true.”,Agatha Christie
1664,and told her of Poirot’s wish to visit the dispensary.,Agatha Christie
1665,“Of course! I’d love him to see it. He’d better come to tea there one,Agatha Christie
1666,"“Yes, isn’t it?”",Agatha Christie
1667,“Mr. Hastings.”,Agatha Christie
1668,"“After tea, I want to talk to you.”",Agatha Christie
1669,Her glance at Mary had set me thinking. I fancied that between these,Agatha Christie
1670,"provisions of any kind for her, but I imagined that John and Mary would",Agatha Christie
1671,probably insist on her making her home with them—at any rate until the,Agatha Christie
1672,to let her go.,Agatha Christie
1673,“Confound those detectives! I can’t think what they’re after! They’ve,Agatha Christie
1674,"“Lot of Paul Prys,” grunted Miss Howard.",Agatha Christie
1675,Mary Cavendish said nothing.,Agatha Christie
1676,"“Mr. Hastings—you are always so kind, and you know such a lot.”",Agatha Christie
1677,"suppose she forgot, or didn’t think she was likely to die—anyway, I am",Agatha Christie
1678,to go away from here at once?”,Agatha Christie
1679,Cynthia nodded.,Agatha Christie
1680,"you, isn’t it?”",Agatha Christie
1681,"course Evie, for all her gruff ways, wouldn’t be unkind to a fly. But",Agatha Christie
1682,with the sunlight glinting down on her head; perhaps the sense of,Agatha Christie
1683,connection with the tragedy; perhaps honest pity for her youth and,Agatha Christie
1684,"loneliness. Anyway, I leant forward, and taking her little hand, I said",Agatha Christie
1685,"up at once, drew her hand away, and said, with some asperity:",Agatha Christie
1686,“Never mind what you’ve got. You don’t really want to—and I don’t,Agatha Christie
1687,"“No, indeed,” said Cynthia. “Somebody might accept you next time.",Agatha Christie
1688,"And, with a final uncontrollable burst of merriment, she vanished",Agatha Christie
1689,have as to his being suspected. I remembered how Poirot had relied on,Agatha Christie
1690,"“Apartments” card inserted in the window, where I knew he lodged, and",Agatha Christie
1691,tapped on the door.,Agatha Christie
1692,She stared at me.,Agatha Christie
1693,“What about him?”,Agatha Christie
1694,“He’s took.”,Agatha Christie
1695,“By the police!” I gasped. “Do you mean they’ve arrested him?”,Agatha Christie
1696,CHAPTER X. THE ARREST,Agatha Christie
1697,I was dumbfounded. What on earth could Poirot be doing in London! Was,Agatha Christie
1698,"it a sudden decision on his part, or had he already made up his mind",Agatha Christie
1699,"myself, the thought of Mary Cavendish was weighing on me. Would it not",Agatha Christie
1700,suspicions of her. She could not be implicated—otherwise I should have,Agatha Christie
1701,heard some hint of it.,Agatha Christie
1702,"leave him to make the matter public or not, as he thought fit.",Agatha Christie
1703,generally known to-morrow.”,Agatha Christie
1704,"is no need. As you say, it will be known soon enough.”",Agatha Christie
1705,"eagerly opening the newspapers, there was not a word about the arrest!",Agatha Christie
1706,"“My friend,” replied Poirot, “I do not know what you are talking",Agatha Christie
1707,"“Dr. Bauerstein’s arrest, of course,” I answered impatiently.",Agatha Christie
1708,proximity of the coast has got to do with the murder of Mrs.,Agatha Christie
1709,"“Well, he is arrested for the murder of Mrs. Inglethorp——”",Agatha Christie
1710,"“Not unless our friend Japp has taken leave of his senses,” replied",Agatha Christie
1711,“But—but I thought you thought so too?”,Agatha Christie
1712,"Poirot gave me one look, which conveyed a wondering pity, and his full",Agatha Christie
1713,“It never entered my head.”,Agatha Christie
1714,"bury himself in a little village like this, and should be in the habit",Agatha Christie
1715,"of walking about at all hours of the night, fully dressed?”",Agatha Christie
1716,"“No,” I confessed, “I never thought of such a thing.”",Agatha Christie
1717,"“He is, of course, a German by birth,” said Poirot thoughtfully,",Agatha Christie
1718,“The blackguard!” I cried indignantly.,Agatha Christie
1719,lose. I admire the man myself.”,Agatha Christie
1720,"over me. I am not a vain man where women are concerned, but I",Agatha Christie
1721,“On top of the wardrobe.” Then she hurriedly left the room.,Agatha Christie
1722,"Poirot’s attention. At the top, it bore the printed stamp of Messrs.",Agatha Christie
1723,"your way of thinking. It is an L., depend upon it!”",Agatha Christie
1724,“What did she mean by ‘On the top of the wardrobe’?”,Agatha Christie
1725,"“She meant,” replied Poirot promptly, “that she found it on top of a",Agatha Christie
1726,"“A funny place for a piece of brown paper,” I mused.",Agatha Christie
1727,"“Yes—that is to say, I believe I know how it was committed.”",Agatha Christie
1728,"“Unfortunately, I have no proof beyond my surmise, unless——” With",Agatha Christie
1729,"Dorcas, quite flurried by the noise, came hurrying out of the pantry.",Agatha Christie
1730,"justified, what magnificent chance! Tell me, on Monday, not Tuesday,",Agatha Christie
1731,through. The man came and put it right on Tuesday morning.”,Agatha Christie
1732,"With a long drawn exclamation of ecstasy, Poirot led the way back to",Agatha Christie
1733,"the right track. Ah, my friend, I am like a giant refreshed. I run! I",Agatha Christie
1734,and appeared so delighted with her answer that he is capering about as,Agatha Christie
1735,to-day?”,Agatha Christie
1736,“I don’t know. I’ve given up trying to guess what he’ll do next.”,Agatha Christie
1737,in his madness.”,Agatha Christie
1738,“I see.”,Agatha Christie
1739,"seemed grave, almost sad.",Agatha Christie
1740,"“You are an excellent advocate, I have no doubt, Mr. Hastings, but in",Agatha Christie
1741,I began to stammer feebly that I hoped she hadn’t thought—— But again,Agatha Christie
1742,"she stopped me, and her words were so unexpected that they quite drove",Agatha Christie
1743,"“Well,” she said quietly, “whether it is your business or not, I will",Agatha Christie
1744,"I said nothing, for I saw that she had not finished.",Agatha Christie
1745,"stopped suddenly, and looked up at me.",Agatha Christie
1746,"from, who I was before I married John—anything, in fact? Well, I will",Agatha Christie
1747,"tell you. I will make a father confessor of you. You are kind, I",Agatha Christie
1748,"Somehow, I was not quite as elated as I might have been. I remembered",Agatha Christie
1749,"that Cynthia had begun her confidences in much the same way. Besides, a",Agatha Christie
1750,"“My mother was very beautiful, I believe. I don’t know, because I never",Agatha Christie
1751,"thing for my pride, but it is the truth—tired of me very soon.” I must",Agatha Christie
1752,“Yes.”,Agatha Christie
1753,“But why?”,Agatha Christie
1754,"And, as she spoke, I had a sudden vision of broad spaces, virgin tracts",Agatha Christie
1755,mean to such a nature as Mary Cavendish. I seemed to see her for a,Agatha Christie
1756,some shy bird of the hills. A little cry broke from her lips:,Agatha Christie
1757,"“I understand,” I said, “but—but don’t do anything rash.”",Agatha Christie
1758,"“Oh, rash!” Her voice mocked at my prudence.",Agatha Christie
1759,expression.,Agatha Christie
1760,"a firm of French music publishers, acknowledging Mrs. Inglethorp’s",Agatha Christie
1761,"of Russian folksongs. So the last hope of solving the mystery, by means",Agatha Christie
1762,"of Mrs. Inglethorp’s correspondence on the fatal evening, had to be",Agatha Christie
1763,"Just before tea, I strolled down to tell Poirot of the new",Agatha Christie
1764,“Silly ass!” I ejaculated. “I told him Wednesday was the one day she,Agatha Christie
1765,you?”,Agatha Christie
1766,"“Certainly, monsieur.”",Agatha Christie
1767,"But, on the following day, no sign of Poirot. I was getting angry. He",Agatha Christie
1768,"“No, I don’t think I shall. He can come up here if he wants to see us.”",Agatha Christie
1769,"I had almost forgotten that enigmatical message of Poirot’s, but now my",Agatha Christie
1770,"high horse, and once more seek out Poirot at Leastways Cottage.",Agatha Christie
1771,"Poirot was sitting by the table, his head buried in his hands. He",Agatha Christie
1772,"But, to my great surprise, Poirot nodded gravely.",Agatha Christie
1773,is the question.’”,Agatha Christie
1774,the balance.”,Agatha Christie
1775,I did not quite know what to say.,Agatha Christie
1776,on the breast.,Agatha Christie
